Medicine Name,Category Name,Item Type,Opening Stock,Purchase Qty,Closing Quantity,Active Stock,,,
KOFAREST PD BOTTLE OF 100ML SYRUP,GENERAL MEDICINE,BOTTLE,0,8,0,8,,,
KOLQ STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,7,15,3,19,,,
KORNISH GAMZEE ROLL 15CM 3M,GENERAL SURGERY,PACKET,2,10,2,10,,,
KRACK 50GM,GENERAL MEDICINE,TUBE,0,2,0,2,,,
KROVEC 10MG INJ,GENERAL MEDICINE,INJECTION,6,11,1,16,,,
KZ,GENERAL MEDICINE,CREAM,1,1,1,1,,,
L S BELT MEDIUM,ORTH,GOLD,2,4,2,4,,,
LABEBET 100MG TABLET,GENERAL MEDICINE,STRIP,3,64,4,63,,,
LABLOL INJ 4ML,GENERAL MEDICINE,INJECTION,2,34,0,36,,,
LACTARE BOTTLE OF 200GM GRANULES,GENERAL MEDICINE,BOTTLE,3,13,0,16,,,
LACTARE CAPSULE,GENERAL MEDICINE,STRIP,23,16,0,39,,,
LACTO CALAMINE OIL CONTROL LOTION BOTTLE OF 60 ML,GENERAL MEDICINE,BOTTLE,0,7,0,7,,,
LACTOCALAMINE ALOE MOIST LOTION 30ML,GENERAL MEDICINE,BOTTLE,0,28,5,23,,,
LACTOCALAMINE ALOE MOIST LOTION 60 ML,GENERAL MEDICINE,BOTTLE,3,29,0,32,,,
LACTOGEN 1 POWDER 1KG TIN,PED,TIN,0,16,2,14,,,
LACTOGEN 1 POWDER 200 G,PED,REFILL,0,3,0,3,,,
LACTOGEN PRO 1 POWDER 400,PED,POWDER,2,5,0,7,,,
LANOL,GENERAL MEDICINE,POWDER,0,20,0,20,,,
LANOL ER STRIP OF 10 TABLETS,GENERAL MEDICINE,INFUSION,0,50,0,50,,,
LANTUS 100IU CARTRIDGE OF 3ML SOLUTION FOR INJECTION,GENERAL MEDICINE,STRIP,14,234,0,248,,,
LANTUS SOLOSTAR 100IU PRE FILLED PEN OF 30ML INJECTION,GENERAL MEDICINE,CARTRIDGE,0,1,0,1,,,
LANTUS SOLOSTAR 100IU PRE FILLED PEN OF 3ML SOLUTION FOR INJECTION,GENERAL MEDICINE,PRE-FILLED PEN,0,0,0,0,,,
LANZOL 15 MG SACHET 5.6 GM,GENERAL MEDICINE,PRE-FILLED PEN,0,1,0,1,,,
LANZOL 15MG STRIP OF 10 CAPSULES,GENERAL MEDICINE,SACHET,3,1,0,4,,,
LASILACTONE 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,2,0,0,2,,,
LASIX 40MG STRIP OF 15 TABLETS,GENERAL MEDICINE,INJ,0,10,0,10,,,
LASIX INJ 4ML,GENERAL MEDICINE,STRIP,0,7,0,7,,,
LATEX POWDER FREE,GENERAL SURGERY,STRIP,11,2,1,12,,,
LATEX POWDER FREE,GENERAL SURGERY,AMPOULE,28,210,20,218,,,
LEE BIOTIC SACH,GENERAL MEDICINE,GLOVES,0,15,15,0,,,
LEVEPSY 500MG TAB,GENERAL MEDICINE,GLOVES,0,5,0,5,,,
LEVEPSY INJ,GENERAL MEDICINE,SACHET,0,5,0,5,,,
LEVERA SOLUTION 100ML,GENERAL MEDICINE,TAB,1,44,1,44,,,
LEVIPIL 250MG TABLET,GENERAL MEDICINE,STRIP,0,2,0,2,,,
LEVIPIL 500MG STRIP OF 10 TABLETS,GENERAL MEDICINE,VIAL,0,6,0,6,,,
LEVIPIL INJECTION,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
LEVOCET 5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,1,2,0,3,,,
LEVOFLOX 500MG TABLET,GENERAL MEDICINE,STRIP,5,11,0,16,,,
LEVOFLOX INF 150ML,GENERAL MEDICINE,VIAL,0,1,0,1,,,
LEVOFUXIN INF,GENERAL MEDICINE,STRIP,3,28,1,30,,,
LEVOLIN 0.31MG PACKET OF 10*2.5ML RESPULES,GENERAL MEDICINE,STRIP,6,46,3,49,,,
LEVOQUIN 500MG TABLET,GENERAL MEDICINE,VIAL,3,11,0,14,,,
LEVOTROY,GENERAL MEDICINE,INJECTION,9,50,6,53,,,
LEVOZET M TABLET,GENERAL MEDICINE,PACKET,0,2,0,2,,,
LIBRAX STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
LIBRIUM 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,IV,-1,4,-1,4,,,
LIBRIUM 25MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
LIFID 20MG TABLET,GENERAL MEDICINE,STRIP,17,16,2,31,,,
LIFID 40MG TABLET,GENERAL MEDICINE,STRIP,3,19,5,17,,,
LIGACLIP LT 300 CARTRIDGE,GENERAL SURGERY,STRIP,0,4,1,3,,,
LIGAMOVE,ORTH,STRIP,0,1,0,1,,,
LIGASHOT STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,4,0,4,,,
LIGNOCAD 2% GEL 30GM,GENERAL MEDICINE,BOX,1,12,2,11,,,
LIMCEE 500MG ORANGE FLAVOUR CHEWABLE TABLETS 15'S,GENERAL MEDICINE,TAB,11,11,11,11,,,
LIMCEE PLUS ORANGE FLAVOUR STRIP OF 15 CHEWABLE TABLETS,GENERAL MEDICINE,STRIP,0,49,0,49,,,
LINATIN 5 MG,GENERAL MEDICINE,TUBE,0,30,0,30,,,
LINETIC INJ,GENERAL MEDICINE,GELLY,46,50,21,75,,,
LINETIC IV,GENERAL MEDICINE,STRIP,14,163,0,177,,,
LINID 600MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,6,10,5,11,,,
LINID IV INJ 300ML,GENERAL MEDICINE,TAB,0,2,0,2,,,
LINOWIN 600MG TAB,GENERAL MEDICINE,INJECTION,300,17,2,315,,,
LIV 52 C SYRUP 100 ML,GENERAL MEDICINE,INJ,0,5,5,0,,,
LIV 52 SYP 100ML,GENERAL MEDICINE,STRIP,0,18,0,18,,,
LIVEASYORTHO CARE UNIVERSAL SHOULDER IMMOBILIZER XL,ORTH,VIAL,4,17,0,21,,,
LIVOGEN STRIP OF 15 CAPTABS,GENERAL MEDICINE,STRIP,17,254,20,251,,,
LIVOGEN Z,GENERAL MEDICINE,BOTTLE,0,4,0,4,,,
LIVOMYN BOTTLE OF 200ML SYRUP,GENERAL MEDICINE,BOTTLE,2,31,2,31,,,
LIZOFORCE INJ 300ML,GENERAL MEDICINE,BOX,-1,0,-1,0,,,
LMWX 20MG INJ 0.2ML,GENERAL MEDICINE,PACKET,0,1,0,1,,,
LMWX 40MG PRE FILLED SYRINGE OF 0.4ML INJECTION,GENERAL MEDICINE,STRIP,1,3,1,3,,,
LOCAM A,GENERAL MEDICINE,TAB,2,4,2,4,,,
LOMOH 60MG PRE FILLED SYRINGE OF 0.6ML SOLUTION FOR INJECTION,GENERAL MEDICINE,BOTTLE,0,4,0,4,,,
LOMOTIL STRIP OF 10 TABLETS,GENERAL MEDICINE,INJ,0,4,0,4,,,
LOMOTIL STRIP OF 20 TABLETS,GENERAL MEDICINE,VIAL,0,4,0,4,,,
LOPAMIDE 2MG TABLET,GENERAL MEDICINE,PRE-FILLED SYRINGE,1,6,0,7,,,
LOPEZ INJ,GENERAL MEDICINE,PRE-FILLED SYRINGE,0,4,1,3,,,
LOCAM A,GENERAL MEDICINE,INJ,5,9,0,14,,,
LOMOH 60MG PRE FILLED SYRINGE OF 0.6ML SOLUTION FOR INJECTION,GENERAL MEDICINE,PRE-FILLED SYRINGE,0,2,0,2,,,
LOMOTIL STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,0,0,0,,,
LOMOTIL STRIP OF 20 TABLETS,GENERAL MEDICINE,STRIP,9,10,0,19,,,
LOPAMIDE 2MG TABLET,GENERAL MEDICINE,STRIP,13,71,6,78,,,
LOPEZ INJ,GENERAL MEDICINE,INJECTION,8,17,6,19,,,
LOPLOCK,GENERAL MEDICINE,TAB,0,1,0,1,,,
LORI 5 MG INJECTION 2 ML,GENERAL MEDICINE,INJECTION,14,50,8,56,,,
LOSAR 50MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
LOWCAP 40MG INJECTION,GENERAL MEDICINE,PRE-FILLED,2,25,3,24,,,
LOWCAP 60MG INJ,GENERAL MEDICINE,PRE-FILLED,4,42,12,34,,,
LOX 10% BOTTLE OF 50ML SPRAY,GENERAL SURGERY,BOTTLE,3,0,3,0,,,
LOX 2% INJ 30ML,GENERAL SURGERY,VIAL,9,139,2,146,,,
LOX 2% JELLY TUBE OF 30GM GEL,GENERAL SURGERY,TUBE,0,83,0,83,,,
LOX 4% INJECTION,GENERAL SURGERY,VIAL,0,0,0,0,,,
LOX 4% SOLUTION 30ML,GENERAL SURGERY,BOTTLE,10,21,10,21,,,
LOX 5% JELLY 30GM,GENERAL SURGERY,BOTTLE,0,20,0,20,,,
LOX WITH ADRE,GENERAL SURGERY,INJ,0,74,9,65,,,
LOXICARD INJ 50ML,GENERAL SURGERY,VIAL,0,4,3,1,,,
LUCOZ 1% CREAM 15GM,GENERAL MEDICINE,GOLD,3,5,3,5,,,
LULIMAC 1% CREAM 10GM,GENERAL MEDICINE,TUBE,0,0,0,0,,,
LUMBAR SACRO BELT,ORTH,TUBE,0,9,0,9,,,
LUPIDINE OINT 250GM,GENERAL MEDICINE,XL,1,2,0,3,,,
LUPIHEME 12MG STRIP OF 10 TABLETS,GENERAL MEDICINE,UNIVERSAL,0,8,0,8,,,
LYCEFT 1GM INJ,GENERAL SURGERY,UNIVERSAL,0,6,0,6,,,
LYSER FORTE 10MG STRIP OF 10 TABLETS,GENERAL MEDICINE,TUBE,0,5,1,4,,,
M COBAREN FORTE,GENERAL MEDICINE,STRIP,0,9,0,9,,,
M COBAREN,GENERAL MEDICINE,INJECTION,0,25,0,25,,,
M COBAREN TAB,GENERAL MEDICINE,STRIP,4,12,0,16,,,
M COBARREN FORTE,GENERAL MEDICINE,TAB,0,5,0,5,,,
M V I AMPOULE OF 10ML INJECTION,GENERAL MEDICINE,INJ,0,116,0,116,,,
M2 TONE EM STRIP OF 30 TABLETS,OBGY,TA,10,75,1,84,,,
M2 TONE EM SYRUP 200ML,OBGY,TAB,1,120,0,121,,,
MACPEE 25MG TABLET,GENERAL MEDICINE,CAP,6,1,0,7,,,
MACPROT DM VANILLA FLAVOUR SUGAR FREE JAR OF 200GM POWDER,GENERAL MEDICINE,I V AMPOULE,12,610,62,560,,,
MACTOTAL CAP,GENERAL MEDICINE,STRIP,0,2,1,1,,,
MACZONE 1000MG VIAL OF 1GM POWDER FOR INJECTION,GENERAL MEDICINE,BOTTLE,0,0,0,0,,,
MAGNATUSS T,GENERAL MEDICINE,STRIP,2,23,10,15,,,
MAGNEON INJ 2ML,GENERAL MEDICINE,JAR,0,1,0,1,,,
MAGNESIUM SO4 INJ 2ML,GENERAL MEDICINE,STRIP,1,4,2,3,,,
MAGNESIUM SO4 POWDER 20GM,GENERAL MEDICINE,DRY VIAL,2,200,2,200,,,
MAGNESIUM SULPHATE 50% INJ 2ML,GENERAL MEDICINE,SYP,5,45,5,45,,,
MAHACORT DZ 1MG STRIP OF 10 TABLETS,GENERAL MEDICINE,AMPOULE,4,20,4,20,,,
MAHACORT DZ 6MG TABLET,GENERAL MEDICINE,INJECTION,9,0,9,0,,,
MAHAFLOX 400MG TABLET,GENERAL MEDICINE,SACHET,0,2,0,2,,,
MAHAGABA M OD TABLET,GENERAL MEDICINE,INJECTION,24,70,19,75,,,
MANITOL (CLARIS) 20 % INFUSION 100 ML,GENERAL SURGERY,STRIP,3,21,4,20,,,
MAXICAL PLUS STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10,48,1,57,,,
MAXTRA P SYP 60ML,GENERAL MEDICINE,STRIP,2,16,2,16,,,
ME 12 OD STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,3,0,3,,,
MEBEX 100 MG TABLET 10,GENERAL MEDICINE,PANTS,0,3,0,3,,,
MECOFLOW PLUS,GENERAL MEDICINE,PACKET,0,7,0,7,,,
MEDIART ABDOMINAL,GENERAL SURGERY,PACKET,8,36,8,36,,,
MEDIFLON NO 20,GENERAL SURGERY,PACKET,1,7,1,7,,,
MEDIMIX SOAP 30GM,GENERAL SURGERY,PACKET,15,60,15,60,,,
MEDITREX 2.5MG STRIP OF 10 TABLETS,GENERAL MEDICINE,PACKET,1,5,1,5,,,
MEDROL 4MG TABLET,GENERAL MEDICINE,PACKET,0,2,0,2,,,
MEFTAL FORTE,GENERAL MEDICINE,PACKET,0,3,0,3,,,
MEFTAL FORTE TABLET,GENERAL MEDICINE,PACKET,0,5,0,5,,,
MEFTAL P BOTTLE OF 60ML SUSPENSION,PED,PACKET,0,1,0,1,,,
MEFTAL SPAS DROPS,PED,PACKET,0,2,0,2,,,
MEFTAL SPAS TABLET,GENERAL MEDICINE,PACKET,0,1,0,1,,,
MEGA 3 CAPSULE,GENERAL MEDICINE,PACKET,17,100,17,100,,,
MEGACARE 369 STRIP OF 10 CAPSULES,GENERAL MEDICINE,POUCH,1,3,1,3,,,
MEGACHOLIN RF AMPOULE OF 2ML INJECTION,GENERAL MEDICINE,PACKET,11,30,11,30,,,
MEGAHEAL GEL 15GM,GENERAL MEDICINE,PACKET,9,40,9,40,,,
MEGAMENTIN 1.2GM INJ,GENERAL MEDICINE,PACKET,0,1,0,1,,,
MEM 0.2MG INJ 1ML,GENERAL MEDICINE,BOTTLE,7,64,11,60,,,
MEM INJECTION 1 ML,GENERAL MEDICINE,MASK,28,2600,131,2497,,,
MEMORIN BOTTLE OF 300ML SYRUP,GENERAL MEDICINE,STRIP,6,30,1,35,,,
MEMORIN CAP,GENERAL MEDICINE,BOTTLE,0,8,0,8,,,
MENOHELP PLUS,OBGY,STRIP,3,6,0,9,,,
MENOHELP SYP,OBGY,STRIP,8,8,4,12,,,
MEPHENTERMINE 30MG INJECTION 10ML,GENERAL MEDICINE,CAP,0,5,0,5,,,
MERESURE O ER,GENERAL MEDICINE,BELT,0,6,2,4,,,
MERISOFT CHROMIC CATGUT 1 RB ME4227,GENERAL SURGERY,BELT,1,6,0,7,,,
MERISOFT CHROMIC CATGUT 3-0 RB ME4237,GENERAL SURGERY,BELT,2,6,1,7,,,
MEROKITE,GENERAL MEDICINE,BELT,1,4,1,4,,,
MEROSURE O 300MG ER TAB 6'S,GENERAL MEDICINE,BELT,0,2,0,2,,,
MERSILK 2-0 NW 5036,GENERAL SURGERY,BELT,0,1,0,1,,,
MERSILK 2-0 NW 5331,GENERAL SURGERY,BELT,2,2,1,3,,,
MERSILK 3-0 5085RB,GENERAL SURGERY,BOX,0,100,87,13,,,
MERSILK 3-0 NW 5003,GENERAL SURGERY,BOX,5,35,5,35,,,
MERSUTURES 0 NW 4242EP,GENERAL SURGERY,STRIP,5,5,0,10,,,
MET XL 12.5MG TABLET 20'S,GENERAL MEDICINE,STRIP,5,10,5,10,,,
MET XL 25MG TABLET 20'S,GENERAL MEDICINE,TAB,10,188,11,187,,,
METASPRAY NASAL SPRAY,ENT,STRIP,0,205,0,205,,,
METERKEM IV BOTTLE OF 100ML INFUSION,GENERAL MEDICINE,BOTTLE,1,8,1,8,,,
METHARMED 5 MG INJECTION 8,GENERAL MEDICINE,BOTTLE,6,5,1,10,,,
METHYCOBAL INJ 1ML,GENERAL MEDICINE,STRIP,1,18,6,13,,,
METHYLENE BLUE,GENERAL MEDICINE,STRIP,0,1,0,1,,,
METRIDE 1MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
METRIDE 2MG STRIP OF 15 TABLETS,GENERAL MEDICINE,AMPOULE,0,1,0,1,,,
METROGYL 400MG STRIP OF 15 TABLETS,GENERAL MEDICINE,TUBE,5,40,3,42,,,
METROGYL SUSPENSION 60ML,GENERAL MEDICINE,INJECTION,0,35,0,35,,,
METRONIDAZOLE INF,GENERAL MEDICINE,AMPOULE,50,60,0,110,,,
MEZOLAM INJ 10ML,GENERAL MEDICINE,BOTTLE,4,20,14,10,,,
MGD3 TABLET 10' S,GENERAL MEDICINE,BOTTLE,1,3,1,3,,,
MICOGEL 2% CREAM 15GM,GENERAL MEDICINE,STRIP,15,6,0,21,,,
MICROCID 25MG CAPSULE,GENERAL MEDICINE,SYP,0,58,4,54,,,
MICROCID SR 75MG CAPSULE,GENERAL MEDICINE,BOTTLE,3,234,0,237,,,
MIGRANIL EC STRIP OF 10 TABLETS,GENERAL MEDICINE,BOTTLE,2,2,2,2,,,
MIKACIN 250MG INJECTION 2ML,GENERAL MEDICINE,INJ,9,9,1,17,,,
MIKACIN 500MG INJECTION,GENERAL MEDICINE,TAB,0,1,0,1,,,
MIKAROL 500,GENERAL MEDICINE,BOX,4,5,3,6,,,
MIKATAX 500MG INJ,GENERAL MEDICINE,BOX,3,3,3,3,,,
MINAGEST 200MG CAPSULE,GENERAL MEDICINE,INFUSION,1,1,1,1,,,
MIRAGO 25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,6,2,4,,,
MIRAGO 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,PACKET,6,7,6,7,,,
MIRAGO S 25 STRIP OF 10 TABLETS,GENERAL MEDICINE,PACKET,3,5,3,5,,,
MOBICAM DT 20MG TABLET,GENERAL MEDICINE,PACKET,3,5,3,5,,,
MOKTEL SYP 200ML,PED,PACKET,2,2,2,2,,,
MONOCEF 1GM INJ,GENERAL SURGERY,PACKET,3,5,3,5,,,
MONOCEF 500MG VIAL OF 0.5GM POWDER FOR INJECTION,GENERAL SURGERY,STRIP,1,6,1,6,,,
MONOCRYL 2-0 NW 1741 1'S,GENERAL SURGERY,STRIP,16,32,5,43,,,
MONOCRYL 3-0 CCP NW1326,GENERAL SURGERY,BOTTLE,1,10,1,10,,,
MONOLOC INJ 2ML,GENERAL MEDICINE,BOTTLE,204,1290,160,1334,,,
MONTAIR 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,BOTTLE,40,40,40,40,,,
MONTAIR LC KID SYP 60ML,PED,AMPOULE,4,6,4,6,,,
METRIDE 2MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,1,0,1,,,
METROGYL 400MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
METROGYL SUSPENSION 60ML,GENERAL MEDICINE,BOTTLE,0,16,2,14,,,
METRONIDAZOLE INF,GENERAL MEDICINE,INFUSION,0,10,0,10,,,
MEZOLAM INJ 10ML,GENERAL MEDICINE,INJECTION,10,106,2,114,,,
MGD3 TABLET 10'S,GENERAL MEDICINE,STRIP,10,54,3,61,,,
MICOGEL 2% CREAM 15GM,GENERAL MEDICINE,BOX,0,2,0,2,,,
MICROCID 25MG CAPSULE,GENERAL MEDICINE,TUBE,0,1,0,1,,,
MICROCID SR 75MG CAPSULE,GENERAL MEDICINE,STRIP,5,35,0,40,,,
MIGRANIL EC STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,3,20,0,23,,,
MIKACIN 250MG INJECTION 2ML,GENERAL MEDICINE,PACKET,0,1,0,1,,,
MIKACIN 500MG INJECTION,GENERAL MEDICINE,STRIP,8,18,4,22,,,
MIKAROL 500,GENERAL MEDICINE,VIAL,0,20,0,20,,,
MIKATAX 500MG INJ,GENERAL MEDICINE,VIAL,0,38,8,30,,,
MINAGEST 200MG CAPSULE,OBGY,INJ,0,7,0,7,,,
MIRAGO 25MG STRIP OF 10 TABLETS,GENERAL MEDICINE,VIAL,0,25,0,25,,,
MIRAGO 50MG STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,125,200,47,278,,,
MIRAGO S 25 STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
MOBICAM DT 20MG TABLET,GENERAL MEDICINE,STRIP,0,3,0,3,,,
MOKTEL SYP 200ML,GENERAL MEDICINE,STRIP,1,3,1,3,,,
MONOCEF 1GM INJ,GENERAL MEDICINE,STRIP,7,8,7,8,,,
MONOCEF 500MG VIAL OF 0.5GM POWDER,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
MONOCRYL 2-0 NW 1741 1'S,GENERAL SURGERY,DRY VIAL,0,19,0,19,,,
MONOCRYL 3-0 CCP NW1326,GENERAL SURGERY,DRY VIAL,23,145,7,161,,,
MONOLOC INJ 2ML,GENERAL MEDICINE,PACKET,3,3,3,3,,,
MONTAIR 10MG STRIP OF 15 TABLETS,GENERAL MEDICINE,BOX,2,9,2,9,,,
MONTAIR LC KID SYP 60ML,PED,INJECTION,12,30,12,30,,,
MONTAIR LC TABLET 15'S,GENERAL MEDICINE,SUT,2,5,2,5,,,
MONTAZ 1GM INJ,GENERAL MEDICINE,STRIP,6,4,0,10,,,
MONTI FX TABLET,GENERAL MEDICINE,BOTTLE,2,96,2,96,,,
MONTICOPE A STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,10,3,0,13,,,
MONTICOPE SUSP 30ML,GENERAL MEDICINE,VIAL,0,8,0,8,,,
MONTICOPE TABLET,GENERAL MEDICINE,STRIP,1,68,1,68,,,
MORTEIN LIQUID 45NIGHTS,GENERAL SURGERY,STRIP,16,128,3,141,,,
MOUTHWASH FRESHORA MOUTHWASH,GENERAL MEDICINE,BOTTLE,0,41,0,41,,,
MOVEXX MR STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,16,162,5,173,,,
MOVICOL LIQUID ORANGE FLAV 200ML,GENERAL MEDICINE,PAD,4,166,8,162,,,
MOXIAGE EYE DROPS,ENT,BOX,0,1,0,1,,,
MOXIBEL 0.3% E/E DROPS 5ML,ENT,BOTTLE,2,162,24,140,,,
MOXICLAVAM 1.2,GENERAL MEDICINE,STRIP,8,23,0,31,,,
MOXIFRESH DROPS 5 ML,ENT,BOTTLE,0,1,1,0,,,
MOXIKIND CV 375 MG STRIP OF 10 TABLETS,GENERAL MEDICINE,BOTTLE,-1,6,0,5,,,
MOXIZEST 400MG TABLET 5'S,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
MRK NULIFE POWDER FREE STERILE 6.5 GLOVES,GENERAL SURGERY,INJ,4,10,4,10,,,
MS SPA 80MG TAB,GENERAL MEDICINE,BOTTLE,0,3,1,2,,,
MSSPA A,GENERAL MEDICINE,STRIP,7,34,0,41,,,
MUCAINE GEL MINT SUGAR FREE 200ML,GENERAL MEDICINE,STRIP,5,7,5,7,,,
MUCAINE MINT FLAVOUR GEL 200ML,GENERAL MEDICINE,PACKET,0,10,4,6,,,
MUCINAC 600MG ORANGE FLAVOUR,GENERAL MEDICINE,STRIP,13,681,13,681,,,
MUCINAC AB STRIP OF 10 TABLETS,GENERAL MEDICINE,TAB,0,24,0,24,,,
MUCOFORM AB FORTE,GENERAL MEDICINE,BOTTLE,0,2,1,1,,,
MUCOLITE DROPS 15ML,GENERAL MEDICINE,BOTTLE,0,2,0,2,,,
MUCOLITE SYP 100ML,GENERAL MEDICINE,STRIP,15,123,4,134,,,
MUCOMIX 200MG INJECTION,GENERAL MEDICINE,STRIP,2,2,0,4,,,
MUCOMIX 400MG INJECTION,GENERAL MEDICINE,TAB,0,1,0,1,,,
MUCOLITE DROPS 15ML,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
MUCOLITE SYP 100ML,GENERAL MEDICINE,BOTTLE,2,12,1,13,,,
MUCOMIX 200MG INJECTION,GENERAL MEDICINE,AMPOULE,7,10,1,16,,,
MUCOMIX 400MG INJECTION,GENERAL MEDICINE,AMPOULE,6,60,21,45,,,
MUCORIS ADULT 0.1% NASAL SPRAY 10ML,ENT,BOTTLE,0,1,0,1,,,
MUCYST 1GM INJ 25ML,GENERAL MEDICINE,INJECTION,17,95,0,112,,,
MULTIFLOW BOTTLE OF 15ML DROPS,GENERAL MEDICINE,BOTTLE,0,1,0,1,,,
MULTIREST,GENERAL MEDICINE,DROPS,1,1,1,1,,,
MUPI TUBE OF 5GM OINTMENT,GENERAL MEDICINE,TUBE,0,1,0,1,,,
MUPIMARK TUBE OF 5GM OINTMENT,GENERAL MEDICINE,TUBE,0,1,0,1,,,
MVI AMPOULE OF 10ML INJECTION,GENERAL MEDICINE,AMPOULE,27,230,19,238,,,
MYCHIRO STRIP OF 10 TABLETS,GENERAL MEDICINE,STRIP,0,5,0,5,,,
MYO PYROLATE INJ 5ML,GENERAL MEDICINE,AMPOULE,5,26,6,25,,,
MYOSPAZ FORTE TABLET,GENERAL MEDICINE,STRIP,1,1,1,1,,,
MYPRED 40MG INJ,GENERAL MEDICINE,INJECTION,0,5,4,1,,,
N-SUCRA,GENERAL MEDICINE,SYP,14,250,0,264,,,
NACETAM INJ 15ML,GENERAL MEDICINE,INJECTION,2,4,0,6,,,
NACTAM INJ 15ML,GENERAL MEDICINE,INJ,4,8,4,8,,,
NAK P TAB,GENERAL MEDICINE,STRIP,8,18,0,26,,,
NAN PRO EXCELLA PRO 1 400GM,PED,TIN,0,75,0,75,,,
NAPOXY INJ,GENERAL MEDICINE,INJECTION,10,10,10,10,,,
NAPROMOL INF,GENERAL MEDICINE,INJECTION,0,0,0,0,,,
NASAL CANNULA ADULT,ENT,PACKET,0,14,2,12,,,
NASAL CANNULA PEDIATRIC,PED,PACKET,0,6,0,6,,,
NASAL CANULA ADULT 1,ENT,PACKET,2,9,0,11,,,
NASELIN NASAL SPRAY BOTTLE OF 10 ML,ENT,BOTTLE,0,1,0,1,,,
NASIVION 0.025% CHILD NASAL DROPS 10ML,ENT,BOTTLE,0,11,1,10,,,
NASIVION 0.05% ADULT DROPS 10ML,ENT,BOTTLE,0,2,0,2,,,
NASOCLEAR DROPS 15 ML,ENT,BOTTLE,0,16,0,16,,,
NASOCLEAR NASAL WASH SACHETS,ENT,SACHET,0,14,3,11,,,
NASOMIST BOTTLE OF 20ML NASAL SPRAY,ENT,BOTTLE,1,1,1,1,,,
NAXDOM 250MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,1,1,,,
NAXDOM 500MG STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,1,15,4,12,,,
NBET INJ 1ML,GENERAL MEDICINE,INJECTION,1,1,1,1,,,
NDA VIT,GENERAL MEDICINE,TAB,2,36,2,36,,,
NE-NORM,GENERAL MEDICINE,TAB,17,148,11,154,,,
NEBULIZER ADULT MASK 1,GENERAL MEDICINE,BOX,4,28,6,26,,,
NEBULIZER KIT MASK ADULT,GENERAL MEDICINE,WRAP,0,5,0,5,,,
NEBULIZER KIT MASK PAED,PED,WRAP,3,23,2,24,,,
NEBULIZER MASK ADULT,GENERAL MEDICINE,PACKET,0,1,0,1,,,
NECFOLIC INJ 5ML,GENERAL MEDICINE,INJECTION,0,30,0,30,,,
NECXON,GENERAL SURGERY,INJ,11,120,11,120,,,
NEEDLE 24G X 1.5 (ROMSONS),GENERAL SURGERY,PACKET,0,110,88,22,,,
NEEDLE NO.18*1.5,GENERAL SURGERY,BOX,57,2405,460,2002,,,
NEEDLE NO.23,GENERAL SURGERY,PACKET,10,10,6,14,,,
NEEDLE NO.24*1,GENERAL SURGERY,BOX,12,30,0,42,,,
NEEDLE NO.26*1/2,GENERAL SURGERY,BOX,85,100,30,155,,,
NEFROSAVE FORTE TABLET 15'S,GENERAL MEDICINE,STRIP,0,1,0,1,,,
NEFROSAVE STRIP OF 15 TABLETS,GENERAL MEDICINE,STRIP,0,2,0,2,,,
NEL CATHETER,GENERAL SURGERY,FG 8,,10,7,3,,,
NEL CATHRETAR 10,GENERAL SURGERY,CATH,0,6,0,6,,,
NEL CATHRETAR 12,GENERAL SURGERY,PACKET,4,4,4,4,,,
NEMDAA 10MG TABLET,GENERAL MEDICINE,STRIP,2,2,0,4,,,
